m,m/s,m,m/s
 6.8769770E+002,-5.5721721E-001, 6.8769770E+002,-6.0504623E-001
 6.8869870E+002,-5.5721721E-001, 6.8869870E+002,-6.0504623E-001
 6.8969970E+002,-5.5721721E-001, 6.8969970E+002,-6.0504623E-001
 6.9070070E+002,-5.2700766E-001, 6.9070070E+002,-6.0658925E-001
 6.9170170E+002,-5.2700766E-001, 6.9170170E+002,-6.0658925E-001
 6.9270270E+002,-5.2700766E-001, 6.9270270E+002,-6.0658925E-001
 6.9370370E+002,-5.2700766E-001, 6.9370370E+002,-6.0658925E-001
 6.9470470E+002,-5.2700766E-001, 6.9470470E+002,-6.0658925E-001
 6.9570571E+002,-5.2700766E-001, 6.9570571E+002,-6.0658925E-001
 6.9670671E+002,-5.2700766E-001, 6.9670671E+002,-6.0658925E-001
 6.9770771E+002,-5.2700766E-001, 6.9770771E+002,-6.0658925E-001
 6.9870871E+002,-5.2700766E-001, 6.9870871E+002,-6.0658925E-001
 6.9970971E+002,-5.2700766E-001, 6.9970971E+002,-6.0658925E-001
 7.0071071E+002,-5.5608320E-001, 7.0071071E+002,-6.2761974E-001
 7.0171171E+002,-5.5608320E-001, 7.0171171E+002,-6.2761974E-001
 7.0271271E+002,-5.5608320E-001, 7.0271271E+002,-6.2761974E-001
 7.0371371E+002,-5.5608320E-001, 7.0371371E+002,-6.2761974E-001
 7.0471471E+002,-5.5608320E-001, 7.0471471E+002,-6.2761974E-001
 7.0571572E+002,-5.5608320E-001, 7.0571572E+002,-6.2761974E-001
 7.0671672E+002,-5.5608320E-001, 7.0671672E+002,-6.2761974E-001
 7.0771772E+002,-5.5608320E-001, 7.0771772E+002,-6.2761974E-001
 7.0871872E+002,-5.5608320E-001, 7.0871872E+002,-6.2761974E-001
 7.0971972E+002,-5.5608320E-001, 7.0971972E+002,-6.2761974E-001
 7.1072072E+002,-5.4116940E-001, 7.1072072E+002,-6.0235348E-001
 7.1172172E+002,-5.4116940E-001, 7.1172172E+002,-6.0235348E-001
 7.1272272E+002,-5.4116940E-001, 7.1272272E+002,-6.0235348E-001
 7.1372372E+002,-5.4116940E-001, 7.1372372E+002,-6.0235348E-001
 7.1472472E+002,-5.4116940E-001, 7.1472472E+002,-6.0235348E-001
 7.1572573E+002,-5.4116940E-001, 7.1572573E+002,-6.0235348E-001
 7.1672673E+002,-5.4116940E-001, 7.1672673E+002,-6.0235348E-001
 7.1772773E+002,-5.4116940E-001, 7.1772773E+002,-6.0235348E-001
 7.1872873E+002,-5.4116940E-001, 7.1872873E+002,-6.0235348E-001
 7.1972973E+002,-5.4116940E-001, 7.1972973E+002,-6.0235348E-001
 7.2073073E+002,-5.4478458E-001, 7.2073073E+002,-6.1856052E-001
 7.2173173E+002,-5.4478458E-001, 7.2173173E+002,-6.1856052E-001
 7.2273273E+002,-5.4478458E-001, 7.2273273E+002,-6.1856052E-001
 7.2373373E+002,-5.4478458E-001, 7.2373373E+002,-6.1856052E-001
 7.2473473E+002,-5.4478458E-001, 7.2473473E+002,-6.1856052E-001
 7.2573574E+002,-5.4478458E-001, 7.2573574E+002,-6.1856052E-001
 7.2673674E+002,-5.4478458E-001, 7.2673674E+002,-6.1856052E-001
 7.2773774E+002,-5.4478458E-001, 7.2773774E+002,-6.1856052E-001
 7.2873874E+002,-5.4478458E-001, 7.2873874E+002,-6.1856052E-001
 7.2973974E+002,-5.4478458E-001, 7.2973974E+002,-6.1856052E-001
 7.3074074E+002,-5.4740122E-001, 7.3074074E+002,-6.1511437E-001
 7.3174174E+002,-5.4740122E-001, 7.3174174E+002,-6.1511437E-001
 7.3274274E+002,-5.4740122E-001, 7.3274274E+002,-6.1511437E-001
 7.3374374E+002,-5.4740122E-001, 7.3374374E+002,-6.1511437E-001
 7.3474474E+002,-5.4740122E-001, 7.3474474E+002,-6.1511437E-001
 7.3574575E+002,-5.4740122E-001, 7.3574575E+002,-6.1511437E-001
 7.3674675E+002,-5.4740122E-001, 7.3674675E+002,-6.1511437E-001
 7.3774775E+002,-5.4740122E-001, 7.3774775E+002,-6.1511437E-001
 7.3874875E+002,-5.4740122E-001, 7.3874875E+002,-6.1511437E-001
 7.3974975E+002,-5.4740122E-001, 7.3974975E+002,-6.1511437E-001
 7.4075075E+002,-5.3654208E-001, 7.4075075E+002,-6.0898960E-001
 7.4175175E+002,-5.3654208E-001, 7.4175175E+002,-6.0898960E-001
 7.4275275E+002,-5.3654208E-001, 7.4275275E+002,-6.0898960E-001
 7.4375375E+002,-5.3654208E-001, 7.4375375E+002,-6.0898960E-001
 7.4475475E+002,-5.3654208E-001, 7.4475475E+002,-6.0898960E-001
 7.4575576E+002,-5.3654208E-001, 7.4575576E+002,-6.0898960E-001
 7.4675676E+002,-5.3654208E-001, 7.4675676E+002,-6.0898960E-001
 7.4775776E+002,-5.3654208E-001, 7.4775776E+002,-6.0898960E-001
 7.4875876E+002,-5.3654208E-001, 7.4875876E+002,-6.0898960E-001
 7.4975976E+002,-5.3654208E-001, 7.4975976E+002,-6.0898960E-001
 7.5076076E+002,-5.4888339E-001, 7.5076076E+002,-6.1522905E-001
 7.5176176E+002,-5.4888339E-001, 7.5176176E+002,-6.1522905E-001
 7.5276276E+002,-5.4888339E-001, 7.5276276E+002,-6.1522905E-001
 7.5376376E+002,-5.4888339E-001, 7.5376376E+002,-6.1522905E-001
 7.5476476E+002,-5.4888339E-001, 7.5476476E+002,-6.1522905E-001
 7.5576577E+002,-5.4888339E-001, 7.5576577E+002,-6.1522905E-001
 7.5676677E+002,-5.4888339E-001, 7.5676677E+002,-6.1522905E-001
 7.5776777E+002,-5.4888339E-001, 7.5776777E+002,-6.1522905E-001
 7.5876877E+002,-5.4888339E-001, 7.5876877E+002,-6.1522905E-001
 7.5976977E+002,-5.4888339E-001, 7.5976977E+002,-6.1522905E-001
 7.6077077E+002,-5.2983048E-001, 7.6077077E+002,-6.1531333E-001
 7.6177177E+002,-5.2983048E-001, 7.6177177E+002,-6.1531333E-001
 7.6277277E+002,-5.2983048E-001, 7.6277277E+002,-6.1531333E-001
 7.6377377E+002,-5.2983048E-001, 7.6377377E+002,-6.1531333E-001
 7.6477477E+002,-5.2983048E-001, 7.6477477E+002,-6.1531333E-001
 7.6577578E+002,-5.2983048E-001, 7.6577578E+002,-6.1531333E-001
 7.6677678E+002,-5.2983048E-001, 7.6677678E+002,-6.1531333E-001
 7.6777778E+002,-5.2983048E-001, 7.6777778E+002,-6.1531333E-001
 7.6877878E+002,-5.2983048E-001, 7.6877878E+002,-6.1531333E-001
 7.6977978E+002,-5.2983048E-001, 7.6977978E+002,-6.1531333E-001
 7.7078078E+002,-5.4262879E-001, 7.7078078E+002,-6.1304225E-001
 7.7178178E+002,-5.4262879E-001, 7.7178178E+002,-6.1304225E-001
 7.7278278E+002,-5.4262879E-001, 7.7278278E+002,-6.1304225E-001
 7.7378378E+002,-5.4262879E-001, 7.7378378E+002,-6.1304225E-001
 7.7478478E+002,-5.4262879E-001, 7.7478478E+002,-6.1304225E-001
 7.7578579E+002,-5.4262879E-001, 7.7578579E+002,-6.1304225E-001
 7.7678679E+002,-5.4262879E-001, 7.7678679E+002,-6.1304225E-001
 7.7778779E+002,-5.4262879E-001, 7.7778779E+002,-6.1304225E-001
 7.7878879E+002,-5.4262879E-001, 7.7878879E+002,-6.1304225E-001
 7.7978979E+002,-5.4262879E-001, 7.7978979E+002,-6.1304225E-001
 7.8079079E+002,-5.4867205E-001, 7.8079079E+002,-6.1523974E-001
 7.8179179E+002,-5.4867205E-001, 7.8179179E+002,-6.1523974E-001
 7.8279279E+002,-5.4867205E-001, 7.8279279E+002,-6.1523974E-001
 7.8379379E+002,-5.4867205E-001, 7.8379379E+002,-6.1523974E-001
 7.8479479E+002,-5.4867205E-001, 7.8479479E+002,-6.1523974E-001
 7.8579580E+002,-5.4867205E-001, 7.8579580E+002,-6.1523974E-001
 7.8679680E+002,-5.4867205E-001, 7.8679680E+002,-6.1523974E-001
 7.8779780E+002,-5.4867205E-001, 7.8779780E+002,-6.1523974E-001
 7.8879880E+002,-5.4867205E-001, 7.8879880E+002,-6.1523974E-001
 7.8979980E+002,-5.4867205E-001, 7.8979980E+002,-6.1523974E-001
 7.9080080E+002,-5.4354001E-001, 7.9080080E+002,-6.1629996E-001
 7.9180180E+002,-5.4354001E-001, 7.9180180E+002,-6.1629996E-001
 7.9280280E+002,-5.4354001E-001, 7.9280280E+002,-6.1629996E-001
 7.9380380E+002,-5.4354001E-001, 7.9380380E+002,-6.1629996E-001
 7.9480480E+002,-5.4354001E-001, 7.9480480E+002,-6.1629996E-001
 7.9580581E+002,-5.4354001E-001, 7.9580581E+002,-6.1629996E-001
 7.9680681E+002,-5.4354001E-001, 7.9680681E+002,-6.1629996E-001
 7.9780781E+002,-5.4354001E-001, 7.9780781E+002,-6.1629996E-001
 7.9880881E+002,-5.4354001E-001, 7.9880881E+002,-6.1629996E-001
 7.9980981E+002,-5.4354001E-001, 7.9980981E+002,-6.1629996E-001
 8.0081081E+002,-5.3847506E-001, 8.0081081E+002,-6.0799358E-001
 8.0181181E+002,-5.3847506E-001, 8.0181181E+002,-6.0799358E-001
 8.0281281E+002,-5.3847506E-001, 8.0281281E+002,-6.0799358E-001
 8.0381381E+002,-5.3847506E-001, 8.0381381E+002,-6.0799358E-001
 8.0481481E+002,-5.3847506E-001, 8.0481481E+002,-6.0799358E-001
 8.0581582E+002,-5.3847506E-001, 8.0581582E+002,-6.0799358E-001
 8.0681682E+002,-5.3847506E-001, 8.0681682E+002,-6.0799358E-001
 8.0781782E+002,-5.3847506E-001, 8.0781782E+002,-6.0799358E-001
 8.0881882E+002,-5.3847506E-001, 8.0881882E+002,-6.0799358E-001
 8.0981982E+002,-5.3847506E-001, 8.0981982E+002,-6.0799358E-001
 8.1082082E+002,-5.3967990E-001, 8.1082082E+002,-6.3133602E-001
 8.1182182E+002,-5.3967990E-001, 8.1182182E+002,-6.3133602E-001
 8.1282282E+002,-5.3967990E-001, 8.1282282E+002,-6.3133602E-001
 8.1382382E+002,-5.3967990E-001, 8.1382382E+002,-6.3133602E-001
 8.1482482E+002,-5.3967990E-001, 8.1482482E+002,-6.3133602E-001
 8.1582583E+002,-5.3967990E-001, 8.1582583E+002,-6.3133602E-001
 8.1682683E+002,-5.3967990E-001, 8.1682683E+002,-6.3133602E-001
 8.1782783E+002,-5.3967990E-001, 8.1782783E+002,-6.3133602E-001
 8.1882883E+002,-5.3967990E-001, 8.1882883E+002,-6.3133602E-001
 8.1982983E+002,-5.3967990E-001, 8.1982983E+002,-6.3133602E-001
 8.2083083E+002,-5.4391889E-001, 8.2083083E+002,-6.1154915E-001
 8.2183183E+002,-5.4391889E-001, 8.2183183E+002,-6.1154915E-001
 8.2283283E+002,-5.4391889E-001, 8.2283283E+002,-6.1154915E-001
 8.2383383E+002,-5.4391889E-001, 8.2383383E+002,-6.1154915E-001
 8.2483483E+002,-5.4391889E-001, 8.2483483E+002,-6.1154915E-001
 8.2583584E+002,-5.4391889E-001, 8.2583584E+002,-6.1154915E-001
 8.2683684E+002,-5.4391889E-001, 8.2683684E+002,-6.1154915E-001
 8.2783784E+002,-5.4391889E-001, 8.2783784E+002,-6.1154915E-001
 8.2883884E+002,-5.4391889E-001, 8.2883884E+002,-6.1154915E-001
 8.2983984E+002,-5.4391889E-001, 8.2983984E+002,-6.1154915E-001
 8.3084084E+002,-5.4807454E-001, 8.3084084E+002,-6.0198178E-001
 8.3184184E+002,-5.4807454E-001, 8.3184184E+002,-6.0198178E-001
 8.3284284E+002,-5.4807454E-001, 8.3284284E+002,-6.0198178E-001
 8.3384384E+002,-5.4807454E-001, 8.3384384E+002,-6.0198178E-001
 8.3484484E+002,-5.4807454E-001, 8.3484484E+002,-6.0198178E-001
 8.3584585E+002,-5.4807454E-001, 8.3584585E+002,-6.0198178E-001
 8.3684685E+002,-5.4807454E-001, 8.3684685E+002,-6.0198178E-001
 8.3784785E+002,-5.4807454E-001, 8.3784785E+002,-6.0198178E-001
 8.3884885E+002,-5.4807454E-001, 8.3884885E+002,-6.0198178E-001
 8.3984985E+002,-5.4807454E-001, 8.3984985E+002,-6.0198178E-001
 8.4085085E+002,-5.4634766E-001, 8.4085085E+002,-6.1939765E-001
 8.4185185E+002,-5.4634766E-001, 8.4185185E+002,-6.1939765E-001
 8.4285285E+002,-5.4634766E-001, 8.4285285E+002,-6.1939765E-001
 8.4385385E+002,-5.4634766E-001, 8.4385385E+002,-6.1939765E-001
 8.4485485E+002,-5.4634766E-001, 8.4485485E+002,-6.1939765E-001
 8.4585586E+002,-5.4634766E-001, 8.4585586E+002,-6.1939765E-001
 8.4685686E+002,-5.4634766E-001, 8.4685686E+002,-6.1939765E-001
 8.4785786E+002,-5.4634766E-001, 8.4785786E+002,-6.1939765E-001
 8.4885886E+002,-5.4634766E-001, 8.4885886E+002,-6.1939765E-001
 8.4985986E+002,-5.4634766E-001, 8.4985986E+002,-6.1939765E-001
 8.5086086E+002,-5.4755792E-001, 8.5086086E+002,-6.1064356E-001
 8.5186186E+002,-5.4755792E-001, 8.5186186E+002,-6.1064356E-001
 8.5286286E+002,-5.4755792E-001, 8.5286286E+002,-6.1064356E-001
 8.5386386E+002,-5.4755792E-001, 8.5386386E+002,-6.1064356E-001
 8.5486486E+002,-5.4755792E-001, 8.5486486E+002,-6.1064356E-001
 8.5586587E+002,-5.4755792E-001, 8.5586587E+002,-6.1064356E-001
 8.5686687E+002,-5.4755792E-001, 8.5686687E+002,-6.1064356E-001
 8.5786787E+002,-5.4755792E-001, 8.5786787E+002,-6.1064356E-001
 8.5886887E+002,-5.4755792E-001, 8.5886887E+002,-6.1064356E-001
 8.5986987E+002,-5.4755792E-001, 8.5986987E+002,-6.1064356E-001
 8.6087087E+002,-5.3316665E-001, 8.6087087E+002,-6.0975045E-001
 8.6187187E+002,-5.3316665E-001, 8.6187187E+002,-6.0975045E-001
 8.6287287E+002,-5.3316665E-001, 8.6287287E+002,-6.0975045E-001
 8.6387387E+002,-5.3316665E-001, 8.6387387E+002,-6.0975045E-001
 8.6487487E+002,-5.3316665E-001, 8.6487487E+002,-6.0975045E-001
 8.6587588E+002,-5.3316665E-001, 8.6587588E+002,-6.0975045E-001
 8.6687688E+002,-5.3316665E-001, 8.6687688E+002,-6.0975045E-001
 8.6787788E+002,-5.3316665E-001, 8.6787788E+002,-6.0975045E-001
 8.6887888E+002,-5.3316665E-001, 8.6887888E+002,-6.0975045E-001
 8.6987988E+002,-5.3316665E-001, 8.6987988E+002,-6.0975045E-001
 8.7088088E+002,-5.3741890E-001, 8.7088088E+002,-6.1118476E-001
 8.7188188E+002,-5.3741890E-001, 8.7188188E+002,-6.1118476E-001
 8.7288288E+002,-5.3741890E-001, 8.7288288E+002,-6.1118476E-001
 8.7388388E+002,-5.3741890E-001, 8.7388388E+002,-6.1118476E-001
 8.7488488E+002,-5.3741890E-001, 8.7488488E+002,-6.1118476E-001
 8.7588589E+002,-5.3741890E-001, 8.7588589E+002,-6.1118476E-001
 8.7688689E+002,-5.3741890E-001, 8.7688689E+002,-6.1118476E-001
 8.7788789E+002,-5.3741890E-001, 8.7788789E+002,-6.1118476E-001
 8.7888889E+002,-5.3741890E-001, 8.7888889E+002,-6.1118476E-001
 8.7988989E+002,-5.3741890E-001, 8.7988989E+002,-6.1118476E-001
 8.8089089E+002,-5.4615519E-001, 8.8089089E+002,-6.2809986E-001
 8.8189189E+002,-5.4615519E-001, 8.8189189E+002,-6.2809986E-001
 8.8289289E+002,-5.4615519E-001, 8.8289289E+002,-6.2809986E-001
 8.8389389E+002,-5.4615519E-001, 8.8389389E+002,-6.2809986E-001
 8.8489489E+002,-5.4615519E-001, 8.8489489E+002,-6.2809986E-001
 8.8589590E+002,-5.4615519E-001, 8.8589590E+002,-6.2809986E-001
 8.8689690E+002,-5.4615519E-001, 8.8689690E+002,-6.2809986E-001
 8.8789790E+002,-5.4615519E-001, 8.8789790E+002,-6.2809986E-001
 8.8889890E+002,-5.4615519E-001, 8.8889890E+002,-6.2809986E-001
 8.8989990E+002,-5.4615519E-001, 8.8989990E+002,-6.2809986E-001
 8.9090090E+002,-5.4682151E-001, 8.9090090E+002,-6.1139856E-001
 8.9190190E+002,-5.4682151E-001, 8.9190190E+002,-6.1139856E-001
 8.9290290E+002,-5.4682151E-001, 8.9290290E+002,-6.1139856E-001
 8.9390390E+002,-5.4682151E-001, 8.9390390E+002,-6.1139856E-001
 8.9490490E+002,-5.4682151E-001, 8.9490490E+002,-6.1139856E-001
 8.9590591E+002,-5.4682151E-001, 8.9590591E+002,-6.1139856E-001
 8.9690691E+002,-5.4682151E-001, 8.9690691E+002,-6.1139856E-001
 8.9790791E+002,-5.4682151E-001, 8.9790791E+002,-6.1139856E-001
 8.9890891E+002,-5.4682151E-001, 8.9890891E+002,-6.1139856E-001
 8.9990991E+002,-5.4682151E-001, 8.9990991E+002,-6.1139856E-001
 9.0091091E+002,-5.3177308E-001, 9.0091091E+002,-6.2357844E-001
 9.0191191E+002,-5.3177308E-001, 9.0191191E+002,-6.2357844E-001
 9.0291291E+002,-5.3177308E-001, 9.0291291E+002,-6.2357844E-001
 9.0391391E+002,-5.3177308E-001, 9.0391391E+002,-6.2357844E-001
 9.0491491E+002,-5.3177308E-001, 9.0491491E+002,-6.2357844E-001
 9.0591592E+002,-5.3177308E-001, 9.0591592E+002,-6.2357844E-001
 9.0691692E+002,-5.3177308E-001, 9.0691692E+002,-6.2357844E-001
 9.0791792E+002,-5.3177308E-001, 9.0791792E+002,-6.2357844E-001
 9.0891892E+002,-5.3177308E-001, 9.0891892E+002,-6.2357844E-001
 9.0991992E+002,-5.3177308E-001, 9.0991992E+002,-6.2357844E-001
 9.1092092E+002,-5.5099545E-001, 9.1092092E+002,-6.0639335E-001
 9.1192192E+002,-5.5099545E-001, 9.1192192E+002,-6.0639335E-001
 9.1292292E+002,-5.5099545E-001, 9.1292292E+002,-6.0639335E-001
 9.1392392E+002,-5.5099545E-001, 9.1392392E+002,-6.0639335E-001
 9.1492492E+002,-5.5099545E-001, 9.1492492E+002,-6.0639335E-001
 9.1592593E+002,-5.5099545E-001, 9.1592593E+002,-6.0639335E-001
 9.1692693E+002,-5.5099545E-001, 9.1692693E+002,-6.0639335E-001
 9.1792793E+002,-5.5099545E-001, 9.1792793E+002,-6.0639335E-001
 9.1892893E+002,-5.5099545E-001, 9.1892893E+002,-6.0639335E-001
 9.1992993E+002,-5.5099545E-001, 9.1992993E+002,-6.0639335E-001
 9.2093093E+002,-5.3906511E-001, 9.2093093E+002,-6.2340576E-001
 9.2193193E+002,-5.3906511E-001, 9.2193193E+002,-6.2340576E-001
 9.2293293E+002,-5.3906511E-001, 9.2293293E+002,-6.2340576E-001
 9.2393393E+002,-5.3906511E-001, 9.2393393E+002,-6.2340576E-001
 9.2493493E+002,-5.3906511E-001, 9.2493493E+002,-6.2340576E-001
 9.2593594E+002,-5.3906511E-001, 9.2593594E+002,-6.2340576E-001
 9.2693694E+002,-5.3906511E-001, 9.2693694E+002,-6.2340576E-001
 9.2793794E+002,-5.3906511E-001, 9.2793794E+002,-6.2340576E-001
 9.2893894E+002,-5.3906511E-001, 9.2893894E+002,-6.2340576E-001
 9.2993994E+002,-5.3906511E-001, 9.2993994E+002,-6.2340576E-001
 9.3094094E+002,-5.3986956E-001, 9.3094094E+002,-6.1044537E-001
 9.3194194E+002,-5.3986956E-001, 9.3194194E+002,-6.1044537E-001
 9.3294294E+002,-5.3986956E-001, 9.3294294E+002,-6.1044537E-001
 9.3394394E+002,-5.3986956E-001, 9.3394394E+002,-6.1044537E-001
 9.3494494E+002,-5.3986956E-001, 9.3494494E+002,-6.1044537E-001
 9.3594595E+002,-5.3986956E-001, 9.3594595E+002,-6.1044537E-001
 9.3694695E+002,-5.3986956E-001, 9.3694695E+002,-6.1044537E-001
 9.3794795E+002,-5.3986956E-001, 9.3794795E+002,-6.1044537E-001
 9.3894895E+002,-5.3986956E-001, 9.3894895E+002,-6.1044537E-001
 9.3994995E+002,-5.3986956E-001, 9.3994995E+002,-6.1044537E-001
 9.4095095E+002,-5.4058314E-001, 9.4095095E+002,-6.0818779E-001
 9.4195195E+002,-5.4058314E-001, 9.4195195E+002,-6.0818779E-001
 9.4295295E+002,-5.4058314E-001, 9.4295295E+002,-6.0818779E-001
 9.4395395E+002,-5.4058314E-001, 9.4395395E+002,-6.0818779E-001
 9.4495495E+002,-5.4058314E-001, 9.4495495E+002,-6.0818779E-001
 9.4595596E+002,-5.4058314E-001, 9.4595596E+002,-6.0818779E-001
 9.4695696E+002,-5.4058314E-001, 9.4695696E+002,-6.0818779E-001
 9.4795796E+002,-5.4058314E-001, 9.4795796E+002,-6.0818779E-001
 9.4895896E+002,-5.4058314E-001, 9.4895896E+002,-6.0818779E-001
 9.4995996E+002,-5.4058314E-001, 9.4995996E+002,-6.0818779E-001
 9.5096096E+002,-5.4456469E-001, 9.5096096E+002,-6.0396862E-001
 9.5196196E+002,-5.4456469E-001, 9.5196196E+002,-6.0396862E-001
 9.5296296E+002,-5.4456469E-001, 9.5296296E+002,-6.0396862E-001
 9.5396396E+002,-5.4456469E-001, 9.5396396E+002,-6.0396862E-001
 9.5496496E+002,-5.4456469E-001, 9.5496496E+002,-6.0396862E-001
 9.5596597E+002,-5.4456469E-001, 9.5596597E+002,-6.0396862E-001
 9.5696697E+002,-5.4456469E-001, 9.5696697E+002,-6.0396862E-001
 9.5796797E+002,-5.4456469E-001, 9.5796797E+002,-6.0396862E-001
 9.5896897E+002,-5.4456469E-001, 9.5896897E+002,-6.0396862E-001
 9.5996997E+002,-5.4456469E-001, 9.5996997E+002,-6.0396862E-001
 9.6097097E+002,-5.5045637E-001, 9.6097097E+002,-6.2175295E-001
 9.6197197E+002,-5.5045637E-001, 9.6197197E+002,-6.2175295E-001
 9.6297297E+002,-5.5045637E-001, 9.6297297E+002,-6.2175295E-001
 9.6397397E+002,-5.5045637E-001, 9.6397397E+002,-6.2175295E-001
 9.6497497E+002,-5.5045637E-001, 9.6497497E+002,-6.2175295E-001
 9.6597598E+002,-5.5045637E-001, 9.6597598E+002,-6.2175295E-001
 9.6697698E+002,-5.5045637E-001, 9.6697698E+002,-6.2175295E-001
 9.6797798E+002,-5.5045637E-001, 9.6797798E+002,-6.2175295E-001
 9.6897898E+002,-5.5045637E-001, 9.6897898E+002,-6.2175295E-001
 9.6997998E+002,-5.5045637E-001, 9.6997998E+002,-6.2175295E-001
 9.7098098E+002,-5.3252252E-001, 9.7098098E+002,-6.0954255E-001
 9.7198198E+002,-5.3252252E-001, 9.7198198E+002,-6.0954255E-001
 9.7298298E+002,-5.3252252E-001, 9.7298298E+002,-6.0954255E-001
 9.7398398E+002,-5.3252252E-001, 9.7398398E+002,-6.0954255E-001
 9.7498498E+002,-5.3252252E-001, 9.7498498E+002,-6.0954255E-001
 9.7598599E+002,-5.3252252E-001, 9.7598599E+002,-6.0954255E-001
 9.7698699E+002,-5.3252252E-001, 9.7698699E+002,-6.0954255E-001
 9.7798799E+002,-5.3252252E-001, 9.7798799E+002,-6.0954255E-001
 9.7898899E+002,-5.3252252E-001, 9.7898899E+002,-6.0954255E-001
 9.7998999E+002,-5.3252252E-001, 9.7998999E+002,-6.0954255E-001
 9.8099099E+002,-5.3289201E-001, 9.8099099E+002,-6.2325377E-001
 9.8199199E+002,-5.3289201E-001, 9.8199199E+002,-6.2325377E-001
 9.8299299E+002,-5.3289201E-001, 9.8299299E+002,-6.2325377E-001
 9.8399399E+002,-5.3289201E-001, 9.8399399E+002,-6.2325377E-001
 9.8499499E+002,-5.3289201E-001, 9.8499499E+002,-6.2325377E-001
 9.8599600E+002,-5.3289201E-001, 9.8599600E+002,-6.2325377E-001
 9.8699700E+002,-5.3289201E-001, 9.8699700E+002,-6.2325377E-001
 9.8799800E+002,-5.3289201E-001, 9.8799800E+002,-6.2325377E-001
 9.8899900E+002,-5.3289201E-001, 9.8899900E+002,-6.2325377E-001
 9.8990000E+002,-5.3289201E-001, 9.8990000E+002,-6.2325377E-001
